x,y,value
V199,R Curatolo,0
V199,W L Ho,0
V199,M F Poon,0
V199,W M Lai,0
V199,O Peslier,0
V199,C Murray,0
V199,A Sanna,0
P373,O Doleuze,0
P373,N Rawiller,0
P373,O Bosson,0
P373,H N Wong,0
P373,M Chadwick,0
P373,T H So,0
P373,Z Purton,0
P373,K C Ng,0
P373,S Clipperton,0
P373,K K Chiong,0
P373,K C Leung,0
P373,N Callan,0
P373,K Teetan,0.5
P373,H T Mo,0
P373,B Prebble,0
P373,J Moreira,0.5
P373,D Whyte,0
P373,M L Yeung,0
P373,C Y Ho,0
P373,H W Lai,0
P373,Y T Cheng,0
P373,C Schofield,0
P373,S de Sousa,0
P373,U Rispoli,0
P373,C Williams,0
P373,L Corrales,0
P373,O Murphy,0
P373,G Mosse,0
P373,T Berry,0
P373,H Bowman,0
P373,C Soumillon,0
P373,D Lane,0
P373,M Barzalona,0
P373,F Geroux,0
P373,P Smullen,0
P373,G Lerena,0
P373,M Demuro,0
P373,R Moore,0
P373,K Tosaki,0
P373,N Juglall,0
P373,T Clark,0
P373,A Badel,0
P373,M Guyon,0
P373,Y Iwata,0
P373,Y Take,0
P373,R Myers,0
P373,S Pasquier,0
P373,B Vorster,0
P373,B Melham,0
P373,G Lee,0
P373,Y Kawada,0
P373,D O'Brien,0
P373,P-C Boudot,0
P373,G Schofield,0
P373,H Lam,0
P373,M Wepner,0
P373,C Perkins,0
P373,R Curatolo,0
P373,W L Ho,0
P373,M F Poon,0
P373,W M Lai,0
P373,O Peslier,0
P373,C Murray,0
P373,A Sanna,0
V020,O Doleuze,0
V020,N Rawiller,0
V020,O Bosson,0
V020,H N Wong,0
V020,M Chadwick,0
V020,T H So,0
V020,Z Purton,0.333333333
V020,K C Ng,0
V020,S Clipperton,0
V020,K K Chiong,0
V020,K C Leung,0
V020,N Callan,0
V020,K Teetan,0
V020,H T Mo,0
V020,B Prebble,0
V020,J Moreira,0
V020,D Whyte,0
V020,M L Yeung,0
V020,C Y Ho,0
V020,H W Lai,0
V020,Y T Cheng,0
V020,C Schofield,0
V020,S de Sousa,0
V020,U Rispoli,0
V020,C Williams,0
V020,L Corrales,0
V020,O Murphy,0
V020,G Mosse,0
V020,T Berry,0
V020,H Bowman,0
V020,C Soumillon,0
V020,D Lane,0
V020,M Barzalona,0
V020,F Geroux,0
V020,P Smullen,0
V020,G Lerena,0
V020,M Demuro,0
V020,R Moore,0
V020,K Tosaki,0
V020,N Juglall,0
V020,T Clark,0
V020,A Badel,0
V020,M Guyon,0
V020,Y Iwata,0
V020,Y Take,0
V020,R Myers,0
V020,S Pasquier,0
V020,B Vorster,0
V020,B Melham,0
V020,G Lee,0
V020,Y Kawada,0
V020,D O'Brien,0
V020,P-C Boudot,0
V020,G Schofield,0
V020,H Lam,0
V020,M Wepner,0
V020,C Perkins,0
V020,R Curatolo,0
V020,W L Ho,0
V020,M F Poon,0
V020,W M Lai,0
V020,O Peslier,0
V020,C Murray,0
V020,A Sanna,0
V171,O Doleuze,0
V171,N Rawiller,0
V171,O Bosson,0
V171,H N Wong,0
V171,M Chadwick,0
V171,T H So,0
V171,Z Purton,0
V171,K C Ng,0
V171,S Clipperton,0
V171,K K Chiong,0
V171,K C Leung,0
V171,N Callan,0
V171,K Teetan,0
V171,H T Mo,0
V171,B Prebble,0
V171,J Moreira,0
V171,D Whyte,0
V171,M L Yeung,0
V171,C Y Ho,0.5
V171,H W Lai,0
V171,Y T Cheng,0
V171,C Schofield,0
V171,S de Sousa,0
V171,U Rispoli,0
V171,C Williams,0
V171,L Corrales,0
V171,O Murphy,0
V171,G Mosse,0
V171,T Berry,0
V171,H Bowman,0
V171,C Soumillon,0
V171,D Lane,0
V171,M Barzalona,0
V171,F Geroux,0
V171,P Smullen,0
V171,G Lerena,0
V171,M Demuro,0
V171,R Moore,0
V171,K Tosaki,0
V171,N Juglall,0
V171,T Clark,0
V171,A Badel,0
V171,M Guyon,0
V171,Y Iwata,0
V171,Y Take,0
V171,R Myers,0
V171,S Pasquier,0
V171,B Vorster,0
V171,B Melham,0
V171,G Lee,0
V171,Y Kawada,0
V171,D O'Brien,0
V171,P-C Boudot,0
V171,G Schofield,0
V171,H Lam,0
V171,M Wepner,0
V171,C Perkins,0
V171,R Curatolo,0
V171,W L Ho,0
V171,M F Poon,0
V171,W M Lai,0
V171,O Peslier,0
V171,C Murray,0
V171,A Sanna,0
T388,O Doleuze,0
T388,N Rawiller,0
T388,O Bosson,0
T388,H N Wong,0
T388,M Chadwick,0
T388,T H So,0
T388,Z Purton,0
T388,K C Ng,0
T388,S Clipperton,0
T388,K K Chiong,0
T388,K C Leung,0
T388,N Callan,0.2
T388,K Teetan,0
T388,H T Mo,0
T388,B Prebble,0
T388,J Moreira,0
T388,D Whyte,0
T388,M L Yeung,0
T388,C Y Ho,0
T388,H W Lai,0
T388,Y T Cheng,0
T388,C Schofield,0
T388,S de Sousa,0
T388,U Rispoli,0
T388,C Williams,0
T388,L Corrales,0
T388,O Murphy,0
T388,G Mosse,0
T388,T Berry,0
T388,H Bowman,0
T388,C Soumillon,0
T388,D Lane,0
T388,M Barzalona,0
T388,F Geroux,0
T388,P Smullen,0
T388,G Lerena,0
T388,M Demuro,0
T388,R Moore,0
T388,K Tosaki,0
T388,N Juglall,0
T388,T Clark,0
T388,A Badel,0
T388,M Guyon,0
T388,Y Iwata,0
T388,Y Take,0
T388,R Myers,0
T388,S Pasquier,0
T388,B Vorster,0
T388,B Melham,0
T388,G Lee,0
T388,Y Kawada,0
T388,D O'Brien,0
T388,P-C Boudot,0
T388,G Schofield,0
T388,H Lam,0
T388,M Wepner,0
T388,C Perkins,0
T388,R Curatolo,0
T388,W L Ho,0
T388,M F Poon,0
T388,W M Lai,0
T388,O Peslier,0
T388,C Murray,0
T388,A Sanna,0
T046,O Doleuze,0
T046,N Rawiller,0
T046,O Bosson,0
T046,H N Wong,0
T046,M Chadwick,0
T046,T H So,0
T046,Z Purton,1
T046,K C Ng,0
T046,S Clipperton,0
T046,K K Chiong,0
T046,K C Leung,0.666666667
T046,N Callan,0
T046,K Teetan,0
T046,H T Mo,0
T046,B Prebble,0
T046,J Moreira,1
T046,D Whyte,0
T046,M L Yeung,0
T046,C Y Ho,0
T046,H W Lai,0
T046,Y T Cheng,0
T046,C Schofield,0
T046,S de Sousa,0
T046,U Rispoli,0
T046,C Williams,0
T046,L Corrales,0
T046,O Murphy,0
T046,G Mosse,0
T046,T Berry,0
T046,H Bowman,0
T046,C Soumillon,0
T046,D Lane,0
T046,M Barzalona,0
T046,F Geroux,0
T046,P Smullen,0
T046,G Lerena,0
T046,M Demuro,0
T046,R Moore,0
T046,K Tosaki,0
T046,N Juglall,0
T046,T Clark,0
T046,A Badel,0
T046,M Guyon,0
T046,Y Iwata,0
T046,Y Take,0
T046,R Myers,0
T046,S Pasquier,0
T046,B Vorster,0
T046,B Melham,0
T046,G Lee,0
T046,Y Kawada,0
T046,D O'Brien,0
T046,P-C Boudot,0
T046,G Schofield,0
T046,H Lam,0
T046,M Wepner,0
T046,C Perkins,0
T046,R Curatolo,0
T046,W L Ho,0
T046,M F Poon,1
T046,W M Lai,0
T046,O Peslier,0
T046,C Murray,0
T046,A Sanna,0
T409,O Doleuze,0
T409,N Rawiller,0
T409,O Bosson,0
T409,H N Wong,0
T409,M Chadwick,0
T409,T H So,0
T409,Z Purton,0
T409,K C Ng,0
T409,S Clipperton,0
T409,K K Chiong,0
T409,K C Leung,0
T409,N Callan,0
T409,K Teetan,0
T409,H T Mo,0
T409,B Prebble,0
T409,J Moreira,0.125
T409,D Whyte,0
T409,M L Yeung,0
T409,C Y Ho,0
T409,H W Lai,0
T409,Y T Cheng,0
T409,C Schofield,0
T409,S de Sousa,0
T409,U Rispoli,0
T409,C Williams,0
T409,L Corrales,0
T409,O Murphy,0
T409,G Mosse,0
T409,T Berry,0
T409,H Bowman,0
T409,C Soumillon,0
T409,D Lane,0
T409,M Barzalona,0
T409,F Geroux,0
T409,P Smullen,0
T409,G Lerena,0
T409,M Demuro,0
T409,R Moore,0
T409,K Tosaki,0
T409,N Juglall,0
T409,T Clark,0
T409,A Badel,0
T409,M Guyon,0
T409,Y Iwata,0
T409,Y Take,0
T409,R Myers,0
T409,S Pasquier,0
T409,B Vorster,0
T409,B Melham,0
T409,G Lee,0
T409,Y Kawada,0
T409,D O'Brien,0
T409,P-C Boudot,0
T409,G Schofield,0
T409,H Lam,0
T409,M Wepner,0
T409,C Perkins,0
T409,R Curatolo,0
T409,W L Ho,0
T409,M F Poon,0
T409,W M Lai,0
T409,O Peslier,0
T409,C Murray,0
T409,A Sanna,0
T416,O Doleuze,0
T416,N Rawiller,0
T416,O Bosson,0
T416,H N Wong,0
T416,M Chadwick,0
T416,T H So,0
T416,Z Purton,0
T416,K C Ng,0
T416,S Clipperton,0
T416,K K Chiong,0
T416,K C Leung,0
T416,N Callan,0
T416,K Teetan,0
T416,H T Mo,0
T416,B Prebble,0
T416,J Moreira,0
T416,D Whyte,0
T416,M L Yeung,0
T416,C Y Ho,0
T416,H W Lai,0
T416,Y T Cheng,0
T416,C Schofield,0
T416,S de Sousa,1
T416,U Rispoli,0
T416,C Williams,0
T416,L Corrales,0
T416,O Murphy,0
T416,G Mosse,0
T416,T Berry,0
T416,H Bowman,0
T416,C Soumillon,0
T416,D Lane,0
T416,M Barzalona,0
T416,F Geroux,0
T416,P Smullen,0
T416,G Lerena,0
T416,M Demuro,0
T416,R Moore,0
T416,K Tosaki,0
T416,N Juglall,0
T416,T Clark,0
T416,A Badel,0
T416,M Guyon,0
T416,Y Iwata,0
T416,Y Take,0
T416,R Myers,0
T416,S Pasquier,0
T416,B Vorster,0
T416,B Melham,0
T416,G Lee,0
T416,Y Kawada,0
T416,D O'Brien,0
T416,P-C Boudot,0
T416,G Schofield,0
T416,H Lam,0
T416,M Wepner,0
T416,C Perkins,0
T416,R Curatolo,0
T416,W L Ho,0
T416,M F Poon,0
T416,W M Lai,0
T416,O Peslier,0
T416,C Murray,0
T416,A Sanna,0
S380,O Doleuze,0
S380,N Rawiller,0
S380,O Bosson,0
S380,H N Wong,0
S380,M Chadwick,0
S380,T H So,0
S380,Z Purton,0
S380,K C Ng,0
S380,S Clipperton,0
S380,K K Chiong,0
S380,K C Leung,0
S380,N Callan,0
S380,K Teetan,0
S380,H T Mo,0
S380,B Prebble,0
S380,J Moreira,0
S380,D Whyte,0
S380,M L Yeung,0.333333333
S380,C Y Ho,0
S380,H W Lai,0
S380,Y T Cheng,0
S380,C Schofield,0.5
S380,S de Sousa,0
S380,U Rispoli,0
S380,C Williams,0
S380,L Corrales,0
S380,O Murphy,0
S380,G Mosse,0
S380,T Berry,0
S380,H Bowman,0
S380,C Soumillon,0
S380,D Lane,0
S380,M Barzalona,0
S380,F Geroux,0
S380,P Smullen,0
S380,G Lerena,0
S380,M Demuro,0
S380,R Moore,0
S380,K Tosaki,0
S380,N Juglall,0
S380,T Clark,0
S380,A Badel,0
S380,M Guyon,0
S380,Y Iwata,0
S380,Y Take,0
S380,R Myers,0
S380,S Pasquier,0
S380,B Vorster,0
S380,B Melham,0
S380,G Lee,0
S380,Y Kawada,0
S380,D O'Brien,0
S380,P-C Boudot,0
S380,G Schofield,0
S380,H Lam,0
S380,M Wepner,0
S380,C Perkins,0
S380,R Curatolo,0
S380,W L Ho,0
S380,M F Poon,0
S380,W M Lai,0
S380,O Peslier,0
S380,C Murray,0
S380,A Sanna,0
V025,O Doleuze,0
V025,N Rawiller,0
V025,O Bosson,0
V025,H N Wong,0
V025,M Chadwick,0
V025,T H So,0
V025,Z Purton,0.666666667
V025,K C Ng,0
V025,S Clipperton,0
V025,K K Chiong,0
V025,K C Leung,0
V025,N Callan,0
V025,K Teetan,0
V025,H T Mo,0
V025,B Prebble,0
V025,J Moreira,0
V025,D Whyte,0
V025,M L Yeung,0
V025,C Y Ho,0
V025,H W Lai,0
V025,Y T Cheng,0
V025,C Schofield,0
V025,S de Sousa,1
V025,U Rispoli,0
V025,C Williams,0
V025,L Corrales,0
V025,O Murphy,0
V025,G Mosse,0
V025,T Berry,0
V025,H Bowman,0
V025,C Soumillon,0
V025,D Lane,0
V025,M Barzalona,0
V025,F Geroux,0
V025,P Smullen,0
V025,G Lerena,0
V025,M Demuro,0
V025,R Moore,0
V025,K Tosaki,0
V025,N Juglall,0
V025,T Clark,0
V025,A Badel,0
V025,M Guyon,0
V025,Y Iwata,0
V025,Y Take,0
V025,R Myers,0
V025,S Pasquier,0
V025,B Vorster,0
V025,B Melham,0
V025,G Lee,0
V025,Y Kawada,0
V025,D O'Brien,0
V025,P-C Boudot,0
V025,G Schofield,0
V025,H Lam,0
V025,M Wepner,0
V025,C Perkins,0
V025,R Curatolo,0
V025,W L Ho,0
V025,M F Poon,0
V025,W M Lai,0
V025,O Peslier,0
V025,C Murray,0
V025,A Sanna,0
T280,O Doleuze,0
T280,N Rawiller,0
T280,O Bosson,0
T280,H N Wong,0
T280,M Chadwick,0
T280,T H So,0
T280,Z Purton,0
T280,K C Ng,0
T280,S Clipperton,0
T280,K K Chiong,0
T280,K C Leung,0
T280,N Callan,0
T280,K Teetan,0
T280,H T Mo,0
T280,B Prebble,0
T280,J Moreira,0
T280,D Whyte,0
T280,M L Yeung,0
T280,C Y Ho,0
T280,H W Lai,0
T280,Y T Cheng,0
T280,C Schofield,0
T280,S de Sousa,0
T280,U Rispoli,0
T280,C Williams,0
T280,L Corrales,0
T280,O Murphy,0
T280,G Mosse,0
T280,T Berry,0
T280,H Bowman,0
T280,C Soumillon,0
T280,D Lane,0
T280,M Barzalona,0
T280,F Geroux,0
T280,P Smullen,0
T280,G Lerena,0
T280,M Demuro,0
T280,R Moore,0
T280,K Tosaki,0
T280,N Juglall,0
T280,T Clark,0
T280,A Badel,0
T280,M Guyon,0
T280,Y Iwata,0
T280,Y Take,0
T280,R Myers,0
T280,S Pasquier,0
T280,B Vorster,0
T280,B Melham,0
T280,G Lee,0
T280,Y Kawada,0
T280,D O'Brien,0
T280,P-C Boudot,0
T280,G Schofield,0
T280,H Lam,0
T280,M Wepner,0
T280,C Perkins,0
T280,R Curatolo,0
T280,W L Ho,0
T280,M F Poon,0
T280,W M Lai,0
T280,O Peslier,0
T280,C Murray,0
T280,A Sanna,0
T312,O Doleuze,0
T312,N Rawiller,0
T312,O Bosson,0
T312,H N Wong,0
T312,M Chadwick,0
T312,T H So,0
T312,Z Purton,0
T312,K C Ng,0
T312,S Clipperton,0
T312,K K Chiong,0
T312,K C Leung,0
T312,N Callan,0
T312,K Teetan,0
T312,H T Mo,0
T312,B Prebble,0
T312,J Moreira,0.5
T312,D Whyte,0
T312,M L Yeung,0
T312,C Y Ho,0
T312,H W Lai,0
T312,Y T Cheng,0
T312,C Schofield,0
T312,S de Sousa,0
T312,U Rispoli,0
T312,C Williams,0
T312,L Corrales,0
T312,O Murphy,0
T312,G Mosse,0
T312,T Berry,0
T312,H Bowman,0
T312,C Soumillon,0
T312,D Lane,0
T312,M Barzalona,0
T312,F Geroux,0
T312,P Smullen,0
T312,G Lerena,0
T312,M Demuro,0
T312,R Moore,0
T312,K Tosaki,0
T312,N Juglall,0
T312,T Clark,0
T312,A Badel,0
T312,M Guyon,0
T312,Y Iwata,0
T312,Y Take,0
T312,R Myers,0
T312,S Pasquier,0
T312,B Vorster,0
T312,B Melham,0
T312,G Lee,0
T312,Y Kawada,0
T312,D O'Brien,0
T312,P-C Boudot,0
T312,G Schofield,0
T312,H Lam,0
T312,M Wepner,0
T312,C Perkins,0
T312,R Curatolo,0
T312,W L Ho,0
T312,M F Poon,0
T312,W M Lai,0
T312,O Peslier,0
T312,C Murray,0
T312,A Sanna,0
T207,O Doleuze,0
T207,N Rawiller,0
T207,O Bosson,0
T207,H N Wong,0
T207,M Chadwick,0
T207,T H So,0
T207,Z Purton,0
T207,K C Ng,0
T207,S Clipperton,0
T207,K K Chiong,0
T207,K C Leung,0
T207,N Callan,0
T207,K Teetan,0
T207,H T Mo,0
T207,B Prebble,0.666666667
T207,J Moreira,0
T207,D Whyte,0
T207,M L Yeung,0
T207,C Y Ho,0
T207,H W Lai,0
T207,Y T Cheng,0
T207,C Schofield,0
T207,S de Sousa,0
T207,U Rispoli,0
T207,C Williams,0
T207,L Corrales,0
T207,O Murphy,0
T207,G Mosse,0
T207,T Berry,0
T207,H Bowman,0
T207,C Soumillon,0
T207,D Lane,0
T207,M Barzalona,0
T207,F Geroux,0
T207,P Smullen,0
T207,G Lerena,0
T207,M Demuro,0
T207,R Moore,0
T207,K Tosaki,0
T207,N Juglall,0
T207,T Clark,0
T207,A Badel,0
T207,M Guyon,0
T207,Y Iwata,0
T207,Y Take,0
T207,R Myers,0
T207,S Pasquier,0
T207,B Vorster,0
T207,B Melham,0
T207,G Lee,0
T207,Y Kawada,0
T207,D O'Brien,0
T207,P-C Boudot,0
T207,G Schofield,0
T207,H Lam,0
T207,M Wepner,0
T207,C Perkins,0
T207,R Curatolo,0
T207,W L Ho,0
T207,M F Poon,0
T207,W M Lai,0
T207,O Peslier,0
T207,C Murray,0
T207,A Sanna,0
S426,O Doleuze,0
S426,N Rawiller,0
S426,O Bosson,0
S426,H N Wong,0
S426,M Chadwick,0
S426,T H So,0
S426,Z Purton,0
S426,K C Ng,0
S426,S Clipperton,0
S426,K K Chiong,0
S426,K C Leung,0
S426,N Callan,0
S426,K Teetan,0
S426,H T Mo,0
S426,B Prebble,1
S426,J Moreira,0
S426,D Whyte,0.5
S426,M L Yeung,0
S426,C Y Ho,0
S426,H W Lai,0
S426,Y T Cheng,0
S426,C Schofield,0
S426,S de Sousa,0
S426,U Rispoli,0
S426,C Williams,0
S426,L Corrales,0
S426,O Murphy,0
S426,G Mosse,0
S426,T Berry,0
S426,H Bowman,0
S426,C Soumillon,0
S426,D Lane,0
S426,M Barzalona,0
S426,F Geroux,0
S426,P Smullen,0
S426,G Lerena,0
S426,M Demuro,0
S426,R Moore,0
S426,K Tosaki,0
S426,N Juglall,0
S426,T Clark,0
S426,A Badel,0
S426,M Guyon,0
S426,Y Iwata,0
S426,Y Take,0
S426,R Myers,0
S426,S Pasquier,0
S426,B Vorster,0
S426,B Melham,0
S426,G Lee,0
S426,Y Kawada,0
S426,D O'Brien,0
S426,P-C Boudot,0
S426,G Schofield,0
S426,H Lam,0
S426,M Wepner,0
S426,C Perkins,0
S426,R Curatolo,0
S426,W L Ho,0
S426,M F Poon,0
S426,W M Lai,0
S426,O Peslier,0
S426,C Murray,0
S426,A Sanna,0
P257,O Doleuze,0
P257,N Rawiller,0
P257,O Bosson,0
P257,H N Wong,0
P257,M Chadwick,0
P257,T H So,0
P257,Z Purton,0
P257,K C Ng,0
P257,S Clipperton,0
P257,K K Chiong,0
P257,K C Leung,0
P257,N Callan,0
P257,K Teetan,0
P257,H T Mo,0
P257,B Prebble,0
P257,J Moreira,0
P257,D Whyte,0
P257,M L Yeung,0
P257,C Y Ho,0
P257,H W Lai,0.142857143
P257,Y T Cheng,0
P257,C Schofield,0
P257,S de Sousa,0
P257,U Rispoli,0
P257,C Williams,0
P257,L Corrales,0
P257,O Murphy,0
P257,G Mosse,0
P257,T Berry,0
P257,H Bowman,0
P257,C Soumillon,0
P257,D Lane,0
P257,M Barzalona,0
P257,F Geroux,0
P257,P Smullen,0
P257,G Lerena,0
P257,M Demuro,0
P257,R Moore,0
P257,K Tosaki,0
P257,N Juglall,0
P257,T Clark,0
P257,A Badel,0
P257,M Guyon,0
P257,Y Iwata,0
P257,Y Take,0
P257,R Myers,0
P257,S Pasquier,0
P257,B Vorster,0
P257,B Melham,0
P257,G Lee,0
P257,Y Kawada,0
P257,D O'Brien,0
P257,P-C Boudot,0
P257,G Schofield,0
P257,H Lam,0
P257,M Wepner,0
P257,C Perkins,0
P257,R Curatolo,0
P257,W L Ho,0
P257,M F Poon,0
P257,W M Lai,0
P257,O Peslier,0
P257,C Murray,0
P257,A Sanna,0
V009,O Doleuze,0
V009,N Rawiller,0
V009,O Bosson,0
V009,H N Wong,0
V009,M Chadwick,0
V009,T H So,0
V009,Z Purton,0
V009,K C Ng,0
V009,S Clipperton,0
V009,K K Chiong,0
V009,K C Leung,0
V009,N Callan,0
V009,K Teetan,0
V009,H T Mo,0
V009,B Prebble,0
V009,J Moreira,0.666666667
V009,D Whyte,0
V009,M L Yeung,0
V009,C Y Ho,0
V009,H W Lai,0
V009,Y T Cheng,0
V009,C Schofield,0
V009,S de Sousa,0
V009,U Rispoli,0
V009,C Williams,0
V009,L Corrales,0
V009,O Murphy,0
V009,G Mosse,0
V009,T Berry,0
V009,H Bowman,0
V009,C Soumillon,0
V009,D Lane,0
V009,M Barzalona,0
V009,F Geroux,0
V009,P Smullen,0
V009,G Lerena,0
V009,M Demuro,0
V009,R Moore,0
V009,K Tosaki,0
V009,N Juglall,0
V009,T Clark,0
V009,A Badel,0
V009,M Guyon,0
V009,Y Iwata,0
V009,Y Take,0
V009,R Myers,0
V009,S Pasquier,0
V009,B Vorster,0
V009,B Melham,0
V009,G Lee,0
V009,Y Kawada,0
V009,D O'Brien,0
V009,P-C Boudot,0
V009,G Schofield,0
V009,H Lam,0
V009,M Wepner,0
V009,C Perkins,0
V009,R Curatolo,0
V009,W L Ho,0
V009,M F Poon,0
V009,W M Lai,0
V009,O Peslier,0
V009,C Murray,0
V009,A Sanna,0
P145,O Doleuze,0
P145,N Rawiller,0
P145,O Bosson,0
P145,H N Wong,0
P145,M Chadwick,0
P145,T H So,0
P145,Z Purton,0
P145,K C Ng,0
P145,S Clipperton,0
P145,K K Chiong,0
P145,K C Leung,0
P145,N Callan,0
P145,K Teetan,0
P145,H T Mo,0
P145,B Prebble,0
P145,J Moreira,0
P145,D Whyte,0
P145,M L Yeung,0
P145,C Y Ho,0
P145,H W Lai,0
P145,Y T Cheng,0
P145,C Schofield,0.333333333
P145,S de Sousa,0
P145,U Rispoli,0
P145,C Williams,0
P145,L Corrales,0
P145,O Murphy,0
P145,G Mosse,0
P145,T Berry,0
P145,H Bowman,0
P145,C Soumillon,0
P145,D Lane,0
P145,M Barzalona,0
P145,F Geroux,0
P145,P Smullen,0
P145,G Lerena,0
P145,M Demuro,0
P145,R Moore,0
P145,K Tosaki,0
P145,N Juglall,0
P145,T Clark,0
P145,A Badel,0
P145,M Guyon,0
P145,Y Iwata,0
P145,Y Take,0
P145,R Myers,0
P145,S Pasquier,0
P145,B Vorster,0
P145,B Melham,0
P145,G Lee,0
P145,Y Kawada,0
P145,D O'Brien,0
P145,P-C Boudot,0
P145,G Schofield,0
P145,H Lam,0
P145,M Wepner,0
P145,C Perkins,0
P145,R Curatolo,0
P145,W L Ho,0
P145,M F Poon,0
P145,W M Lai,0
P145,O Peslier,0
P145,C Murray,0
P145,A Sanna,0
N226,O Doleuze,0
N226,N Rawiller,0
N226,O Bosson,0
N226,H N Wong,0
N226,M Chadwick,0
N226,T H So,0
N226,Z Purton,0
N226,K C Ng,0
N226,S Clipperton,0
N226,K K Chiong,0
N226,K C Leung,0
N226,N Callan,0
N226,K Teetan,0
N226,H T Mo,0
N226,B Prebble,0
N226,J Moreira,0
N226,D Whyte,0
N226,M L Yeung,0
N226,C Y Ho,0
N226,H W Lai,0
N226,Y T Cheng,0
N226,C Schofield,0
N226,S de Sousa,0
N226,U Rispoli,0
N226,C Williams,0
N226,L Corrales,0
N226,O Murphy,0
N226,G Mosse,0
N226,T Berry,0
N226,H Bowman,0
N226,C Soumillon,0
N226,D Lane,0
N226,M Barzalona,0
N226,F Geroux,0
N226,P Smullen,0
N226,G Lerena,0
N226,M Demuro,0
N226,R Moore,0
N226,K Tosaki,0
N226,N Juglall,0
N226,T Clark,0
N226,A Badel,0
N226,M Guyon,0
N226,Y Iwata,0
N226,Y Take,0
N226,R Myers,0
N226,S Pasquier,0
N226,B Vorster,0
N226,B Melham,0
N226,G Lee,0
N226,Y Kawada,0
N226,D O'Brien,0
N226,P-C Boudot,0
N226,G Schofield,0
N226,H Lam,0
N226,M Wepner,0
N226,C Perkins,0
N226,R Curatolo,0
N226,W L Ho,0
N226,M F Poon,0
N226,W M Lai,0
N226,O Peslier,0
N226,C Murray,0
N226,A Sanna,0
M350,O Doleuze,0
M350,N Rawiller,0
M350,O Bosson,0
M350,H N Wong,0
M350,M Chadwick,0
M350,T H So,0
M350,Z Purton,0
M350,K C Ng,0
M350,S Clipperton,0
M350,K K Chiong,0
M350,K C Leung,0
M350,N Callan,0
M350,K Teetan,0
M350,H T Mo,0
M350,B Prebble,0
M350,J Moreira,0
M350,D Whyte,0
M350,M L Yeung,0
M350,C Y Ho,0
M350,H W Lai,0
M350,Y T Cheng,0
M350,C Schofield,0
M350,S de Sousa,0
M350,U Rispoli,0
M350,C Williams,0
M350,L Corrales,0
M350,O Murphy,0
M350,G Mosse,0
M350,T Berry,0
M350,H Bowman,0
M350,C Soumillon,0
M350,D Lane,0
M350,M Barzalona,0
M350,F Geroux,0
M350,P Smullen,0
M350,G Lerena,0
M350,M Demuro,0
M350,R Moore,0
M350,K Tosaki,0
M350,N Juglall,0
M350,T Clark,0
M350,A Badel,0
M350,M Guyon,0
M350,Y Iwata,0
M350,Y Take,0
M350,R Myers,0
M350,S Pasquier,0
M350,B Vorster,0
M350,B Melham,0
M350,G Lee,0
M350,Y Kawada,0
M350,D O'Brien,0
M350,P-C Boudot,0
M350,G Schofield,0
M350,H Lam,0
M350,M Wepner,0
M350,C Perkins,0
M350,R Curatolo,0
M350,W L Ho,0
M350,M F Poon,0
M350,W M Lai,0
M350,O Peslier,0
M350,C Murray,0
M350,A Sanna,0
V011,O Doleuze,0
V011,N Rawiller,0
V011,O Bosson,0
V011,H N Wong,0
V011,M Chadwick,0
V011,T H So,0
V011,Z Purton,0.5
V011,K C Ng,0
V011,S Clipperton,0
V011,K K Chiong,0
V011,K C Leung,0
V011,N Callan,0
V011,K Teetan,0
V011,H T Mo,0
V011,B Prebble,0
V011,J Moreira,0.333333333
V011,D Whyte,0
V011,M L Yeung,0
V011,C Y Ho,0.6
V011,H W Lai,0
V011,Y T Cheng,0
V011,C Schofield,0
V011,S de Sousa,0
V011,U Rispoli,0
V011,C Williams,0
V011,L Corrales,0
V011,O Murphy,0
V011,G Mosse,0
V011,T Berry,0
V011,H Bowman,0
V011,C Soumillon,0
V011,D Lane,0
V011,M Barzalona,0
V011,F Geroux,0
V011,P Smullen,0
V011,G Lerena,0
V011,M Demuro,0
V011,R Moore,0
V011,K Tosaki,0
V011,N Juglall,0
V011,T Clark,0
V011,A Badel,0
V011,M Guyon,0
V011,Y Iwata,0
V011,Y Take,0
V011,R Myers,0
V011,S Pasquier,0
V011,B Vorster,0
V011,B Melham,0
V011,G Lee,0
V011,Y Kawada,0
V011,D O'Brien,0
V011,P-C Boudot,0
V011,G Schofield,0
V011,H Lam,0
V011,M Wepner,0
V011,C Perkins,0
V011,R Curatolo,0
V011,W L Ho,0
V011,M F Poon,0
V011,W M Lai,0
V011,O Peslier,0
V011,C Murray,0
V011,A Sanna,0
M255,O Doleuze,0
M255,N Rawiller,0
M255,O Bosson,0
M255,H N Wong,0
M255,M Chadwick,0
M255,T H So,0
M255,Z Purton,0
M255,K C Ng,0
M255,S Clipperton,0
M255,K K Chiong,0
M255,K C Leung,0
M255,N Callan,0
M255,K Teetan,0
M255,H T Mo,0
M255,B Prebble,0
M255,J Moreira,0
M255,D Whyte,1
M255,M L Yeung,0
M255,C Y Ho,0
M255,H W Lai,0
M255,Y T Cheng,0
M255,C Schofield,0
M255,S de Sousa,0
M255,U Rispoli,0
M255,C Williams,0
M255,L Corrales,0
M255,O Murphy,0
M255,G Mosse,0
M255,T Berry,0
M255,H Bowman,0
M255,C Soumillon,0
M255,D Lane,0
M255,M Barzalona,0
