x,y,value
V215,A Badel,0
V215,M Guyon,0
V215,Y Iwata,0
V215,Y Take,0
V215,R Myers,0
V215,S Pasquier,0
V215,B Vorster,0
V215,B Melham,0
V215,G Lee,0
V215,Y Kawada,0
V215,D O'Brien,0
V215,P-C Boudot,0
V215,G Schofield,0
V215,H Lam,0
V215,M Wepner,0
V215,C Perkins,0
V215,R Curatolo,0
V215,W L Ho,0
V215,M F Poon,0
V215,W M Lai,0
V215,O Peslier,0
V215,C Murray,0
V215,A Sanna,0
S447,O Doleuze,0
S447,N Rawiller,0
S447,O Bosson,0
S447,H N Wong,0
S447,M Chadwick,0
S447,T H So,0.5
S447,Z Purton,0
S447,K C Ng,0
S447,S Clipperton,0
S447,K K Chiong,0
S447,K C Leung,0
S447,N Callan,0
S447,K Teetan,0
S447,H T Mo,0
S447,B Prebble,0
S447,J Moreira,0
S447,D Whyte,0
S447,M L Yeung,0
S447,C Y Ho,0
S447,H W Lai,0
S447,Y T Cheng,0
S447,C Schofield,0
S447,S de Sousa,0
S447,U Rispoli,0
S447,C Williams,0
S447,L Corrales,0
S447,O Murphy,0
S447,G Mosse,0
S447,T Berry,0
S447,H Bowman,0
S447,C Soumillon,0
S447,D Lane,0
S447,M Barzalona,0
S447,F Geroux,0
S447,P Smullen,0
S447,G Lerena,0
S447,M Demuro,0
S447,R Moore,0
S447,K Tosaki,0
S447,N Juglall,0
S447,T Clark,0
S447,A Badel,0
S447,M Guyon,0
S447,Y Iwata,0
S447,Y Take,0
S447,R Myers,0
S447,S Pasquier,0
S447,B Vorster,0
S447,B Melham,0
S447,G Lee,0
S447,Y Kawada,0
S447,D O'Brien,0
S447,P-C Boudot,0
S447,G Schofield,0
S447,H Lam,0
S447,M Wepner,0
S447,C Perkins,0
S447,R Curatolo,0
S447,W L Ho,0
S447,M F Poon,0
S447,W M Lai,0
S447,O Peslier,0
S447,C Murray,0
S447,A Sanna,0
P229,O Doleuze,0
P229,N Rawiller,0
P229,O Bosson,0
P229,H N Wong,0
P229,M Chadwick,0
P229,T H So,0
P229,Z Purton,0
P229,K C Ng,0
P229,S Clipperton,0
P229,K K Chiong,0
P229,K C Leung,0
P229,N Callan,0
P229,K Teetan,0
P229,H T Mo,0
P229,B Prebble,0
P229,J Moreira,0
P229,D Whyte,0
P229,M L Yeung,0
P229,C Y Ho,0
P229,H W Lai,0
P229,Y T Cheng,0
P229,C Schofield,0
P229,S de Sousa,0
P229,U Rispoli,0
P229,C Williams,0
P229,L Corrales,0
P229,O Murphy,0
P229,G Mosse,0
P229,T Berry,0
P229,H Bowman,0
P229,C Soumillon,0
P229,D Lane,0
P229,M Barzalona,0
P229,F Geroux,0
P229,P Smullen,0
P229,G Lerena,0
P229,M Demuro,0
P229,R Moore,0
P229,K Tosaki,0
P229,N Juglall,0
P229,T Clark,0
P229,A Badel,0
P229,M Guyon,0
P229,Y Iwata,0
P229,Y Take,0
P229,R Myers,0
P229,S Pasquier,0
P229,B Vorster,0
P229,B Melham,0
P229,G Lee,0
P229,Y Kawada,0
P229,D O'Brien,0
P229,P-C Boudot,0
P229,G Schofield,0
P229,H Lam,0
P229,M Wepner,0
P229,C Perkins,0
P229,R Curatolo,0
P229,W L Ho,0
P229,M F Poon,0
P229,W M Lai,0
P229,O Peslier,0
P229,C Murray,0
P229,A Sanna,0
V328,O Doleuze,0
V328,N Rawiller,0
V328,O Bosson,0
V328,H N Wong,0
V328,M Chadwick,0
V328,T H So,0
V328,Z Purton,1
V328,K C Ng,0
V328,S Clipperton,0
V328,K K Chiong,0
V328,K C Leung,0
V328,N Callan,0
V328,K Teetan,0
V328,H T Mo,0
V328,B Prebble,0
V328,J Moreira,0
V328,D Whyte,0
V328,M L Yeung,0
V328,C Y Ho,0
V328,H W Lai,0
V328,Y T Cheng,0
V328,C Schofield,0
V328,S de Sousa,0
V328,U Rispoli,0
V328,C Williams,0
V328,L Corrales,0
V328,O Murphy,0
V328,G Mosse,0
V328,T Berry,0
V328,H Bowman,0
V328,C Soumillon,0
V328,D Lane,0
V328,M Barzalona,0
V328,F Geroux,0
V328,P Smullen,0
V328,G Lerena,0
V328,M Demuro,0
V328,R Moore,0
V328,K Tosaki,0
V328,N Juglall,0
V328,T Clark,0
V328,A Badel,0
V328,M Guyon,0
V328,Y Iwata,0
V328,Y Take,0
V328,R Myers,0
V328,S Pasquier,0
V328,B Vorster,0
V328,B Melham,0
V328,G Lee,0
V328,Y Kawada,0
V328,D O'Brien,0
V328,P-C Boudot,0
V328,G Schofield,0
V328,H Lam,0
V328,M Wepner,0
V328,C Perkins,0
V328,R Curatolo,0
V328,W L Ho,0
V328,M F Poon,0
V328,W M Lai,0
V328,O Peslier,0
V328,C Murray,0
V328,A Sanna,0
N186,O Doleuze,0
N186,N Rawiller,0
N186,O Bosson,0
N186,H N Wong,0
N186,M Chadwick,0
N186,T H So,0
N186,Z Purton,0
N186,K C Ng,0
N186,S Clipperton,0
N186,K K Chiong,0
N186,K C Leung,0
N186,N Callan,0
N186,K Teetan,0
N186,H T Mo,0
N186,B Prebble,0
N186,J Moreira,0
N186,D Whyte,0
N186,M L Yeung,1
N186,C Y Ho,0
N186,H W Lai,0
N186,Y T Cheng,0
N186,C Schofield,0.666666667
N186,S de Sousa,0
N186,U Rispoli,0
N186,C Williams,0
N186,L Corrales,0
N186,O Murphy,0
N186,G Mosse,0
N186,T Berry,0
N186,H Bowman,0
N186,C Soumillon,0
N186,D Lane,0
N186,M Barzalona,0
N186,F Geroux,0
N186,P Smullen,0
N186,G Lerena,0
N186,M Demuro,0
N186,R Moore,0
N186,K Tosaki,0
N186,N Juglall,0
N186,T Clark,0
N186,A Badel,1
N186,M Guyon,0
N186,Y Iwata,0
N186,Y Take,0
N186,R Myers,0
N186,S Pasquier,0
N186,B Vorster,0
N186,B Melham,0
N186,G Lee,0
N186,Y Kawada,0
N186,D O'Brien,0
N186,P-C Boudot,0
N186,G Schofield,0
N186,H Lam,0
N186,M Wepner,0
N186,C Perkins,0
N186,R Curatolo,0
N186,W L Ho,0
N186,M F Poon,0
N186,W M Lai,0
N186,O Peslier,0
N186,C Murray,0
N186,A Sanna,0
P283,O Doleuze,0
P283,N Rawiller,0
P283,O Bosson,0
P283,H N Wong,0
P283,M Chadwick,0
P283,T H So,0
P283,Z Purton,0
P283,K C Ng,0
P283,S Clipperton,0
P283,K K Chiong,0
P283,K C Leung,0
P283,N Callan,0
P283,K Teetan,0
P283,H T Mo,0
P283,B Prebble,0
P283,J Moreira,0
P283,D Whyte,0
P283,M L Yeung,0
P283,C Y Ho,0
P283,H W Lai,0
P283,Y T Cheng,0
P283,C Schofield,0
P283,S de Sousa,0
P283,U Rispoli,0
P283,C Williams,0
P283,L Corrales,0
P283,O Murphy,0
P283,G Mosse,0
P283,T Berry,0
P283,H Bowman,0
P283,C Soumillon,0
P283,D Lane,0
P283,M Barzalona,0
P283,F Geroux,0
P283,P Smullen,0
P283,G Lerena,0
P283,M Demuro,0
P283,R Moore,0
P283,K Tosaki,0
P283,N Juglall,0
P283,T Clark,0
P283,A Badel,0
P283,M Guyon,0
P283,Y Iwata,0
P283,Y Take,0
P283,R Myers,0
P283,S Pasquier,0
P283,B Vorster,0
P283,B Melham,0
P283,G Lee,0
P283,Y Kawada,0
P283,D O'Brien,0
P283,P-C Boudot,0
P283,G Schofield,0
P283,H Lam,0
P283,M Wepner,0
P283,C Perkins,0
P283,R Curatolo,0
P283,W L Ho,0
P283,M F Poon,0
P283,W M Lai,0
P283,O Peslier,0
P283,C Murray,0
P283,A Sanna,0
T259,O Doleuze,0
T259,N Rawiller,0
T259,O Bosson,0
T259,H N Wong,0
T259,M Chadwick,0
T259,T H So,0
T259,Z Purton,0
T259,K C Ng,0
T259,S Clipperton,0
T259,K K Chiong,0
T259,K C Leung,0
T259,N Callan,0
T259,K Teetan,0
T259,H T Mo,0
T259,B Prebble,0
T259,J Moreira,0
T259,D Whyte,0.4
T259,M L Yeung,0
T259,C Y Ho,0
T259,H W Lai,0
T259,Y T Cheng,0
T259,C Schofield,0
T259,S de Sousa,0
T259,U Rispoli,0
T259,C Williams,0
T259,L Corrales,0
T259,O Murphy,0
T259,G Mosse,0
T259,T Berry,0
T259,H Bowman,0
T259,C Soumillon,0
T259,D Lane,0
T259,M Barzalona,0
T259,F Geroux,0
T259,P Smullen,0
T259,G Lerena,0
T259,M Demuro,0
T259,R Moore,0
T259,K Tosaki,0
T259,N Juglall,0
T259,T Clark,0
T259,A Badel,0
T259,M Guyon,0
T259,Y Iwata,0
T259,Y Take,0
T259,R Myers,0
T259,S Pasquier,0
T259,B Vorster,0
T259,B Melham,0
T259,G Lee,0
T259,Y Kawada,0
T259,D O'Brien,0
T259,P-C Boudot,0
T259,G Schofield,0
T259,H Lam,0
T259,M Wepner,0
T259,C Perkins,0
T259,R Curatolo,0
T259,W L Ho,0
T259,M F Poon,0
T259,W M Lai,0
T259,O Peslier,0
T259,C Murray,0
T259,A Sanna,0
S405,O Doleuze,0.5
S405,N Rawiller,0
S405,O Bosson,0
S405,H N Wong,0.333333333
S405,M Chadwick,0
S405,T H So,0
S405,Z Purton,0
S405,K C Ng,0
S405,S Clipperton,0
S405,K K Chiong,0
S405,K C Leung,0
S405,N Callan,0
S405,K Teetan,0
S405,H T Mo,0
S405,B Prebble,0
S405,J Moreira,0
S405,D Whyte,0
S405,M L Yeung,0
S405,C Y Ho,0
S405,H W Lai,0
S405,Y T Cheng,0
S405,C Schofield,0
S405,S de Sousa,0
S405,U Rispoli,0
S405,C Williams,0
S405,L Corrales,0
S405,O Murphy,0
S405,G Mosse,0
S405,T Berry,0
S405,H Bowman,0
S405,C Soumillon,0
S405,D Lane,0
S405,M Barzalona,0
S405,F Geroux,0
S405,P Smullen,0
S405,G Lerena,0
S405,M Demuro,0
S405,R Moore,0
S405,K Tosaki,0
S405,N Juglall,0
S405,T Clark,0
S405,A Badel,0
S405,M Guyon,0
S405,Y Iwata,0
S405,Y Take,0
S405,R Myers,0
S405,S Pasquier,0
S405,B Vorster,0
S405,B Melham,0
S405,G Lee,0
S405,Y Kawada,0
S405,D O'Brien,0
S405,P-C Boudot,0
S405,G Schofield,0
S405,H Lam,0
S405,M Wepner,0
S405,C Perkins,0
S405,R Curatolo,0
S405,W L Ho,0
S405,M F Poon,0
S405,W M Lai,0
S405,O Peslier,0
S405,C Murray,0
S405,A Sanna,0
P208,O Doleuze,0
P208,N Rawiller,0
P208,O Bosson,0
P208,H N Wong,0
P208,M Chadwick,0
P208,T H So,0
P208,Z Purton,0
P208,K C Ng,0
P208,S Clipperton,0
P208,K K Chiong,0
P208,K C Leung,0
P208,N Callan,0
P208,K Teetan,0
P208,H T Mo,0
P208,B Prebble,0
P208,J Moreira,0
P208,D Whyte,0
P208,M L Yeung,0
P208,C Y Ho,0
P208,H W Lai,0.25
P208,Y T Cheng,0
P208,C Schofield,0
P208,S de Sousa,0
P208,U Rispoli,0
P208,C Williams,0
P208,L Corrales,0
P208,O Murphy,0
P208,G Mosse,0
P208,T Berry,0
P208,H Bowman,0
P208,C Soumillon,0
P208,D Lane,0
P208,M Barzalona,0
P208,F Geroux,0
P208,P Smullen,0
P208,G Lerena,0
P208,M Demuro,0
P208,R Moore,0
P208,K Tosaki,0
P208,N Juglall,0
P208,T Clark,0
P208,A Badel,0
P208,M Guyon,0
P208,Y Iwata,0
P208,Y Take,0
P208,R Myers,0
P208,S Pasquier,0
P208,B Vorster,0
P208,B Melham,0
P208,G Lee,0
P208,Y Kawada,0
P208,D O'Brien,0
P208,P-C Boudot,0
P208,G Schofield,0
P208,H Lam,0
P208,M Wepner,0
P208,C Perkins,0
P208,R Curatolo,0
P208,W L Ho,0
P208,M F Poon,0
P208,W M Lai,0
P208,O Peslier,0
P208,C Murray,0
P208,A Sanna,0
V315,O Doleuze,0
V315,N Rawiller,0
V315,O Bosson,0
V315,H N Wong,0
V315,M Chadwick,0
V315,T H So,0
V315,Z Purton,0
V315,K C Ng,0
V315,S Clipperton,0
V315,K K Chiong,0
V315,K C Leung,0
V315,N Callan,0
V315,K Teetan,0
V315,H T Mo,0
V315,B Prebble,0
V315,J Moreira,0
V315,D Whyte,0
V315,M L Yeung,0
V315,C Y Ho,1
V315,H W Lai,0
V315,Y T Cheng,0
V315,C Schofield,0
V315,S de Sousa,0
V315,U Rispoli,0
V315,C Williams,0
V315,L Corrales,0
V315,O Murphy,0
V315,G Mosse,0
V315,T Berry,0
V315,H Bowman,0
V315,C Soumillon,0
V315,D Lane,0
V315,M Barzalona,0
V315,F Geroux,0
V315,P Smullen,0
V315,G Lerena,0
V315,M Demuro,0
V315,R Moore,0
V315,K Tosaki,0
V315,N Juglall,0
V315,T Clark,0
V315,A Badel,0
V315,M Guyon,0
V315,Y Iwata,0
V315,Y Take,0
V315,R Myers,0
V315,S Pasquier,0
V315,B Vorster,0
V315,B Melham,0
V315,G Lee,0
V315,Y Kawada,0
V315,D O'Brien,0
V315,P-C Boudot,0
V315,G Schofield,0
V315,H Lam,0
V315,M Wepner,0
V315,C Perkins,0
V315,R Curatolo,0
V315,W L Ho,0
V315,M F Poon,0
V315,W M Lai,0
V315,O Peslier,0
V315,C Murray,0
V315,A Sanna,0
S131,O Doleuze,0.428571429
S131,N Rawiller,0
S131,O Bosson,0
S131,H N Wong,0
S131,M Chadwick,0
S131,T H So,0
S131,Z Purton,0
S131,K C Ng,0
S131,S Clipperton,0
S131,K K Chiong,0
S131,K C Leung,0
S131,N Callan,0
S131,K Teetan,0.666666667
S131,H T Mo,0
S131,B Prebble,0
S131,J Moreira,0
S131,D Whyte,0
S131,M L Yeung,0
S131,C Y Ho,0
S131,H W Lai,0
S131,Y T Cheng,0
S131,C Schofield,0
S131,S de Sousa,0
S131,U Rispoli,0
S131,C Williams,0
S131,L Corrales,0
S131,O Murphy,0
S131,G Mosse,0
S131,T Berry,0
S131,H Bowman,0
S131,C Soumillon,0
S131,D Lane,0
S131,M Barzalona,0
S131,F Geroux,0
S131,P Smullen,0
S131,G Lerena,0
S131,M Demuro,0
S131,R Moore,0
S131,K Tosaki,0
S131,N Juglall,0
S131,T Clark,0
S131,A Badel,0
S131,M Guyon,0
S131,Y Iwata,0
S131,Y Take,0
S131,R Myers,0
S131,S Pasquier,0
S131,B Vorster,0
S131,B Melham,0
S131,G Lee,0
S131,Y Kawada,0
S131,D O'Brien,0
S131,P-C Boudot,0
S131,G Schofield,0
S131,H Lam,0
S131,M Wepner,0
S131,C Perkins,0
S131,R Curatolo,0
S131,W L Ho,0
S131,M F Poon,0
S131,W M Lai,0
S131,O Peslier,0
S131,C Murray,0
S131,A Sanna,0
S343,O Doleuze,0
S343,N Rawiller,0
S343,O Bosson,0
S343,H N Wong,0
S343,M Chadwick,0
S343,T H So,0
S343,Z Purton,0
S343,K C Ng,0
S343,S Clipperton,0
S343,K K Chiong,0
S343,K C Leung,0
S343,N Callan,0
S343,K Teetan,0.6
S343,H T Mo,0
S343,B Prebble,0
S343,J Moreira,0
S343,D Whyte,0
S343,M L Yeung,0
S343,C Y Ho,0
S343,H W Lai,0
S343,Y T Cheng,0
S343,C Schofield,0
S343,S de Sousa,0
S343,U Rispoli,0
S343,C Williams,0
S343,L Corrales,0
S343,O Murphy,0
S343,G Mosse,0
S343,T Berry,0
S343,H Bowman,0
S343,C Soumillon,0
S343,D Lane,0
S343,M Barzalona,0
S343,F Geroux,0
S343,P Smullen,0
S343,G Lerena,0
S343,M Demuro,0
S343,R Moore,0
S343,K Tosaki,0
S343,N Juglall,0
S343,T Clark,0
S343,A Badel,0
S343,M Guyon,0
S343,Y Iwata,0
S343,Y Take,0
S343,R Myers,0
S343,S Pasquier,0
S343,B Vorster,0
S343,B Melham,0
S343,G Lee,0
S343,Y Kawada,0
S343,D O'Brien,0
S343,P-C Boudot,0
S343,G Schofield,0
S343,H Lam,0
S343,M Wepner,0
S343,C Perkins,0
S343,R Curatolo,0
S343,W L Ho,0
S343,M F Poon,0
S343,W M Lai,0
S343,O Peslier,0
S343,C Murray,0
S343,A Sanna,0
T283,O Doleuze,0
T283,N Rawiller,0
T283,O Bosson,0
T283,H N Wong,0
T283,M Chadwick,0
T283,T H So,0
T283,Z Purton,0
T283,K C Ng,0
T283,S Clipperton,0
T283,K K Chiong,0
T283,K C Leung,0
T283,N Callan,0
T283,K Teetan,0
T283,H T Mo,0
T283,B Prebble,0
T283,J Moreira,0.25
T283,D Whyte,0
T283,M L Yeung,0
T283,C Y Ho,0
T283,H W Lai,0
T283,Y T Cheng,0
T283,C Schofield,0
T283,S de Sousa,0
T283,U Rispoli,0
T283,C Williams,0
T283,L Corrales,0
T283,O Murphy,0
T283,G Mosse,0
T283,T Berry,0
T283,H Bowman,0
T283,C Soumillon,0
T283,D Lane,0
T283,M Barzalona,0
T283,F Geroux,0
T283,P Smullen,0
T283,G Lerena,0
T283,M Demuro,0
T283,R Moore,0
T283,K Tosaki,0
T283,N Juglall,0
T283,T Clark,0
T283,A Badel,0
T283,M Guyon,0
T283,Y Iwata,0
T283,Y Take,0
T283,R Myers,0
T283,S Pasquier,0
T283,B Vorster,0
T283,B Melham,0
T283,G Lee,0
T283,Y Kawada,0
T283,D O'Brien,0
T283,P-C Boudot,0
T283,G Schofield,0
T283,H Lam,0
T283,M Wepner,0
T283,C Perkins,0
T283,R Curatolo,0
T283,W L Ho,0
T283,M F Poon,0
T283,W M Lai,0
T283,O Peslier,0
T283,C Murray,0
T283,A Sanna,0
S328,O Doleuze,0
S328,N Rawiller,0
S328,O Bosson,0
S328,H N Wong,0
S328,M Chadwick,0
S328,T H So,0
S328,Z Purton,0
S328,K C Ng,0
S328,S Clipperton,0
S328,K K Chiong,0
S328,K C Leung,0
S328,N Callan,0.333333333
S328,K Teetan,0
S328,H T Mo,0
S328,B Prebble,0
S328,J Moreira,0
S328,D Whyte,0
S328,M L Yeung,0
S328,C Y Ho,0
S328,H W Lai,0
S328,Y T Cheng,0
S328,C Schofield,0
S328,S de Sousa,0
S328,U Rispoli,0
S328,C Williams,0
S328,L Corrales,0
S328,O Murphy,0
S328,G Mosse,0
S328,T Berry,0
S328,H Bowman,0
S328,C Soumillon,0
S328,D Lane,0
S328,M Barzalona,0
S328,F Geroux,0
S328,P Smullen,0
S328,G Lerena,0
S328,M Demuro,0
S328,R Moore,0
S328,K Tosaki,0
S328,N Juglall,0
S328,T Clark,0
S328,A Badel,0
S328,M Guyon,0
S328,Y Iwata,0
S328,Y Take,0
S328,R Myers,0
S328,S Pasquier,0
S328,B Vorster,0
S328,B Melham,0
S328,G Lee,0
S328,Y Kawada,0
S328,D O'Brien,0
S328,P-C Boudot,0
S328,G Schofield,0
S328,H Lam,0
S328,M Wepner,0
S328,C Perkins,0
S328,R Curatolo,0
S328,W L Ho,0
S328,M F Poon,0
S328,W M Lai,0
S328,O Peslier,0
S328,C Murray,0
S328,A Sanna,0
S078,O Doleuze,0
S078,N Rawiller,0
S078,O Bosson,0
S078,H N Wong,0
S078,M Chadwick,0
S078,T H So,0
S078,Z Purton,0
S078,K C Ng,0
S078,S Clipperton,0
S078,K K Chiong,0
S078,K C Leung,0
S078,N Callan,0
S078,K Teetan,0
S078,H T Mo,0
S078,B Prebble,0
S078,J Moreira,1
S078,D Whyte,0
S078,M L Yeung,0
S078,C Y Ho,0
S078,H W Lai,0
S078,Y T Cheng,0
S078,C Schofield,0
S078,S de Sousa,0.5
S078,U Rispoli,0.333333333
S078,C Williams,0
S078,L Corrales,0
S078,O Murphy,0
S078,G Mosse,0
S078,T Berry,0
S078,H Bowman,0
S078,C Soumillon,0
S078,D Lane,0
S078,M Barzalona,0
S078,F Geroux,0
S078,P Smullen,0
S078,G Lerena,0
S078,M Demuro,0
S078,R Moore,0
S078,K Tosaki,0
S078,N Juglall,0
S078,T Clark,0
S078,A Badel,0
S078,M Guyon,0
S078,Y Iwata,0
S078,Y Take,0
S078,R Myers,0
S078,S Pasquier,0
S078,B Vorster,0
S078,B Melham,0
S078,G Lee,0
S078,Y Kawada,0
S078,D O'Brien,0
S078,P-C Boudot,0
S078,G Schofield,0
S078,H Lam,0
S078,M Wepner,0
S078,C Perkins,0
S078,R Curatolo,0
S078,W L Ho,0
S078,M F Poon,0
S078,W M Lai,0
S078,O Peslier,0
S078,C Murray,0
S078,A Sanna,0
N360,O Doleuze,0
N360,N Rawiller,0
N360,O Bosson,0
N360,H N Wong,0
N360,M Chadwick,0
N360,T H So,0
N360,Z Purton,0
N360,K C Ng,0
N360,S Clipperton,0.75
N360,K K Chiong,0
N360,K C Leung,0
N360,N Callan,1
N360,K Teetan,0
N360,H T Mo,0
N360,B Prebble,0
N360,J Moreira,0
N360,D Whyte,0
N360,M L Yeung,0
N360,C Y Ho,0
N360,H W Lai,0
N360,Y T Cheng,0
N360,C Schofield,0
N360,S de Sousa,0
N360,U Rispoli,0
N360,C Williams,0
N360,L Corrales,0
N360,O Murphy,0
N360,G Mosse,0
N360,T Berry,0
N360,H Bowman,0
N360,C Soumillon,0
N360,D Lane,0
N360,M Barzalona,0
N360,F Geroux,0
N360,P Smullen,0
N360,G Lerena,0
N360,M Demuro,0
N360,R Moore,0
N360,K Tosaki,0
N360,N Juglall,0
N360,T Clark,0
N360,A Badel,0
N360,M Guyon,0
N360,Y Iwata,0
N360,Y Take,0
N360,R Myers,0
N360,S Pasquier,0
N360,B Vorster,0
N360,B Melham,0
N360,G Lee,0
N360,Y Kawada,0
N360,D O'Brien,0
N360,P-C Boudot,0
N360,G Schofield,0
N360,H Lam,0
N360,M Wepner,0
N360,C Perkins,0
N360,R Curatolo,0
N360,W L Ho,0
N360,M F Poon,0
N360,W M Lai,0
N360,O Peslier,0
N360,C Murray,0
N360,A Sanna,0
T380,O Doleuze,0
T380,N Rawiller,0
T380,O Bosson,0
T380,H N Wong,0
T380,M Chadwick,0
T380,T H So,0
T380,Z Purton,0
T380,K C Ng,0
T380,S Clipperton,0
T380,K K Chiong,0
T380,K C Leung,0
T380,N Callan,0
T380,K Teetan,0
T380,H T Mo,0
T380,B Prebble,0
T380,J Moreira,0
T380,D Whyte,0
T380,M L Yeung,0
T380,C Y Ho,0
T380,H W Lai,0.375
T380,Y T Cheng,0
T380,C Schofield,0
T380,S de Sousa,0
T380,U Rispoli,0
T380,C Williams,0
T380,L Corrales,0
T380,O Murphy,0
T380,G Mosse,0
T380,T Berry,0
T380,H Bowman,0
T380,C Soumillon,0
T380,D Lane,0
T380,M Barzalona,0
T380,F Geroux,0
T380,P Smullen,0
T380,G Lerena,0
T380,M Demuro,0
T380,R Moore,0
T380,K Tosaki,0
T380,N Juglall,0
T380,T Clark,0
T380,A Badel,0
T380,M Guyon,0
T380,Y Iwata,0
T380,Y Take,0
T380,R Myers,0
T380,S Pasquier,0
T380,B Vorster,0
T380,B Melham,0
T380,G Lee,0
T380,Y Kawada,0
T380,D O'Brien,0
T380,P-C Boudot,0
T380,G Schofield,0
T380,H Lam,0
T380,M Wepner,0
T380,C Perkins,0
T380,R Curatolo,0
T380,W L Ho,0
T380,M F Poon,0
T380,W M Lai,0
T380,O Peslier,0
T380,C Murray,0
T380,A Sanna,0
S376,O Doleuze,0
S376,N Rawiller,0
S376,O Bosson,0
S376,H N Wong,0
S376,M Chadwick,0
S376,T H So,0
S376,Z Purton,0
S376,K C Ng,0
S376,S Clipperton,0
S376,K K Chiong,0
S376,K C Leung,0
S376,N Callan,0
S376,K Teetan,0
S376,H T Mo,0
S376,B Prebble,1
S376,J Moreira,0
S376,D Whyte,0
S376,M L Yeung,0
S376,C Y Ho,0
S376,H W Lai,0
S376,Y T Cheng,0
S376,C Schofield,0
S376,S de Sousa,0
S376,U Rispoli,0
S376,C Williams,0
S376,L Corrales,0
S376,O Murphy,0
S376,G Mosse,0
S376,T Berry,0
S376,H Bowman,0
S376,C Soumillon,0
S376,D Lane,0
S376,M Barzalona,0
S376,F Geroux,0
S376,P Smullen,0
S376,G Lerena,0
S376,M Demuro,0
S376,R Moore,0
S376,K Tosaki,0
S376,N Juglall,0
S376,T Clark,0
S376,A Badel,0
S376,M Guyon,0
S376,Y Iwata,0
S376,Y Take,0
S376,R Myers,0
S376,S Pasquier,0
S376,B Vorster,0
S376,B Melham,0
S376,G Lee,0
S376,Y Kawada,0
S376,D O'Brien,0
S376,P-C Boudot,0
S376,G Schofield,0
S376,H Lam,0
S376,M Wepner,0
S376,C Perkins,0
S376,R Curatolo,0
S376,W L Ho,0
S376,M F Poon,0
S376,W M Lai,0
S376,O Peslier,0
S376,C Murray,0
S376,A Sanna,0
V107,O Doleuze,0
V107,N Rawiller,0
V107,O Bosson,0
V107,H N Wong,0
V107,M Chadwick,0
V107,T H So,0
V107,Z Purton,0
V107,K C Ng,0
V107,S Clipperton,0
V107,K K Chiong,0
V107,K C Leung,0
V107,N Callan,0
V107,K Teetan,0
V107,H T Mo,0
V107,B Prebble,0
V107,J Moreira,0
V107,D Whyte,0
V107,M L Yeung,0
V107,C Y Ho,0
V107,H W Lai,0.5
V107,Y T Cheng,0
V107,C Schofield,0
V107,S de Sousa,0
V107,U Rispoli,0
V107,C Williams,0
V107,L Corrales,0
V107,O Murphy,0
V107,G Mosse,0
V107,T Berry,0
V107,H Bowman,0
V107,C Soumillon,0
V107,D Lane,0
V107,M Barzalona,0
V107,F Geroux,0
V107,P Smullen,0
V107,G Lerena,0
V107,M Demuro,0
V107,R Moore,0
V107,K Tosaki,0
V107,N Juglall,0
V107,T Clark,0
V107,A Badel,0
V107,M Guyon,0
V107,Y Iwata,0
V107,Y Take,0
V107,R Myers,0
V107,S Pasquier,0
V107,B Vorster,0
V107,B Melham,0
V107,G Lee,0
V107,Y Kawada,0
V107,D O'Brien,0
V107,P-C Boudot,0
V107,G Schofield,0
V107,H Lam,0
V107,M Wepner,0
V107,C Perkins,0
V107,R Curatolo,0
V107,W L Ho,0
V107,M F Poon,0
V107,W M Lai,0
V107,O Peslier,0
V107,C Murray,0
V107,A Sanna,0
T239,O Doleuze,0
T239,N Rawiller,0
T239,O Bosson,0
T239,H N Wong,0
T239,M Chadwick,0
T239,T H So,0
T239,Z Purton,0
T239,K C Ng,0
T239,S Clipperton,0
T239,K K Chiong,0
T239,K C Leung,0
T239,N Callan,0
T239,K Teetan,0
T239,H T Mo,0
T239,B Prebble,1
T239,J Moreira,0
T239,D Whyte,0
T239,M L Yeung,0
T239,C Y Ho,0
T239,H W Lai,0
T239,Y T Cheng,0
T239,C Schofield,0
T239,S de Sousa,0
T239,U Rispoli,0
T239,C Williams,0
T239,L Corrales,0
T239,O Murphy,0
T239,G Mosse,0
T239,T Berry,0
T239,H Bowman,0
T239,C Soumillon,0
T239,D Lane,0
T239,M Barzalona,0
T239,F Geroux,0
T239,P Smullen,0
T239,G Lerena,0
T239,M Demuro,0
T239,R Moore,0
T239,K Tosaki,0
T239,N Juglall,0
T239,T Clark,0
T239,A Badel,0
T239,M Guyon,0
T239,Y Iwata,0
T239,Y Take,0
T239,R Myers,0
T239,S Pasquier,0
T239,B Vorster,0
T239,B Melham,0
T239,G Lee,0
T239,Y Kawada,0
T239,D O'Brien,0
T239,P-C Boudot,0
T239,G Schofield,0
T239,H Lam,0
T239,M Wepner,0
T239,C Perkins,0
T239,R Curatolo,0
T239,W L Ho,0
T239,M F Poon,0
T239,W M Lai,0
T239,O Peslier,0
T239,C Murray,0
T239,A Sanna,0
V347,O Doleuze,0
V347,N Rawiller,0
V347,O Bosson,0
V347,H N Wong,0
V347,M Chadwick,0
V347,T H So,0
V347,Z Purton,0
V347,K C Ng,0
V347,S Clipperton,0
V347,K K Chiong,0
V347,K C Leung,0
V347,N Callan,0
V347,K Teetan,0
V347,H T Mo,0
V347,B Prebble,0
V347,J Moreira,1
V347,D Whyte,0
V347,M L Yeung,0
